word	chosen_tier	chosen_attested	also_fits	alternative_split	alt_stem	alt_stem_attested	suspicion
𐤄𐤉𐤏𐤓	exact	11	proclitic	𐤄 + 𐤉𐤏𐤓	𐤉𐤏𐤓	24	2.2
𐤅𐤏𐤔𐤓𐤉𐤌	exact	94	proclitic	𐤅 + 𐤏𐤔𐤓𐤉𐤌	𐤏𐤔𐤓𐤉𐤌	204	2.2
𐤄𐤀𐤇𐤓𐤕	exact	6	proclitic	𐤄 + 𐤀𐤇𐤓𐤕	𐤀𐤇𐤓𐤕	13	2.2
𐤅𐤄𐤀𐤇𐤓𐤕	plene	6	proclitic	𐤅 + 𐤄 + 𐤀𐤇𐤓𐤕	𐤀𐤇𐤓𐤕	13	2.2
𐤅𐤕𐤁𐤅𐤍𐤄	exact	6	proclitic	𐤅 + 𐤕𐤁𐤅𐤍𐤄	𐤕𐤁𐤅𐤍𐤄	13	2.2
𐤋𐤄𐤊𐤓𐤕	plene	12	proclitic	𐤋 + 𐤄 + 𐤊𐤓𐤕	𐤊𐤓𐤕	26	2.2
𐤅𐤄𐤓𐤊𐤁	plene	30	proclitic	𐤅 + 𐤄 + 𐤓𐤊𐤁	𐤓𐤊𐤁	65	2.2
𐤅𐤄𐤌𐤃𐤁𐤓	plene	39	proclitic	𐤅 + 𐤄 + 𐤌𐤃𐤁𐤓	𐤌𐤃𐤁𐤓	84	2.2
𐤅𐤇𐤌𐤔𐤉𐤌	exact	46	proclitic	𐤅 + 𐤇𐤌𐤔𐤉𐤌	𐤇𐤌𐤔𐤉𐤌	99	2.2
𐤄𐤉𐤌𐤉𐤌	exact	136	proclitic	𐤄 + 𐤉𐤌𐤉𐤌	𐤉𐤌𐤉𐤌	292	2.1
𐤅𐤋𐤕𐤐𐤀𐤓𐤕	exact	7	proclitic	𐤅 + 𐤋 + 𐤕𐤐𐤀𐤓𐤕	𐤕𐤐𐤀𐤓𐤕	15	2.1
𐤅𐤋𐤒𐤇	exact	36	proclitic	𐤅 + 𐤋𐤒𐤇	𐤋𐤒𐤇	77	2.1
𐤋𐤏𐤋𐤅𐤕	exact	22	proclitic	𐤋 + 𐤏𐤋𐤅𐤕	𐤏𐤋𐤅𐤕	47	2.1
𐤅𐤄𐤊𐤋𐤉	plene	60	proclitic	𐤅 + 𐤄 + 𐤊𐤋𐤉	𐤊𐤋𐤉	128	2.1
𐤅𐤉𐤔𐤅𐤏	exact	9	proclitic	𐤅 + 𐤉𐤔𐤅𐤏	𐤉𐤔𐤅𐤏	19	2.1
𐤅𐤉𐤉𐤍	exact	27	proclitic	𐤅 + 𐤉𐤉𐤍	𐤉𐤉𐤍	57	2.1
𐤅𐤊𐤕𐤁	exact	9	proclitic	𐤅 + 𐤊𐤕𐤁	𐤊𐤕𐤁	19	2.1
𐤌𐤏𐤔𐤉	exact	11	proclitic	𐤌 + 𐤏𐤔𐤉	𐤏𐤔𐤉	23	2.1
𐤀𐤕𐤀𐤓𐤑𐤌	adjacent	12	particle	𐤀𐤕 + 𐤀𐤓𐤑𐤌	𐤀𐤓𐤑𐤌	25	2.1
𐤅𐤋𐤀	exact	1595	proclitic	𐤅 + 𐤋𐤀	𐤋𐤀	3316	2.1
𐤁𐤋𐤉𐤋𐤄	exact	40	proclitic	𐤁 + 𐤋𐤉𐤋𐤄	𐤋𐤉𐤋𐤄	83	2.1
𐤅𐤁𐤁𐤉𐤕𐤊	plene	19	proclitic	𐤅 + 𐤁 + 𐤁𐤉𐤕𐤊	𐤁𐤉𐤕𐤊	39	2.1
𐤁𐤁𐤉𐤕𐤊	exact	19	proclitic	𐤁 + 𐤁𐤉𐤕𐤊	𐤁𐤉𐤕𐤊	39	2.1
𐤄𐤌𐤄	exact	220	proclitic	𐤄 + 𐤌𐤄	𐤌𐤄	451	2.0
𐤅𐤌𐤍𐤇	plene	20	proclitic	𐤅 + 𐤌 + 𐤍𐤇	𐤍𐤇	41	2.0
𐤌𐤅𐤍𐤇	plene	20	proclitic	𐤌 + 𐤅 + 𐤍𐤇	𐤍𐤇	41	2.0
𐤋𐤁𐤉	exact	78	proclitic	𐤋 + 𐤁𐤉	𐤁𐤉	159	2.0
𐤅𐤂𐤌	exact	249	proclitic	𐤅 + 𐤂𐤌	𐤂𐤌	507	2.0
𐤄𐤂𐤃𐤅𐤋	exact	88	proclitic	𐤄 + 𐤂𐤃𐤅𐤋	𐤂𐤃𐤅𐤋	179	2.0
𐤄𐤕𐤋𐤅	plene	2	proclitic	𐤄 + 𐤕𐤋𐤅	𐤕𐤋𐤅	4	2.0
𐤋𐤄𐤌𐤋𐤈	exact	2	proclitic	𐤋 + 𐤄𐤌𐤋𐤈	𐤄𐤌𐤋𐤈	4	2.0
𐤁𐤀𐤍𐤉𐤄	exact	1	proclitic	𐤁 + 𐤀𐤍𐤉𐤄	𐤀𐤍𐤉𐤄	2	2.0
𐤄𐤌𐤏𐤍𐤉𐤌	plene	1	proclitic	𐤄 + 𐤌 + 𐤏𐤍𐤉𐤌	𐤏𐤍𐤉𐤌	2	2.0
𐤄𐤒𐤈𐤍𐤅𐤕	exact	1	proclitic	𐤄 + 𐤒𐤈𐤍𐤅𐤕	𐤒𐤈𐤍𐤅𐤕	2	2.0
𐤄𐤔𐤅𐤒𐤉𐤌	plene	1	proclitic	𐤄 + 𐤔 + 𐤅𐤒𐤉𐤌	𐤅𐤒𐤉𐤌	2	2.0
𐤅𐤎𐤂𐤓	exact	5	proclitic	𐤅 + 𐤎𐤂𐤓	𐤎𐤂𐤓	10	2.0
𐤅𐤂𐤍𐤁𐤅	plene	1	proclitic	𐤅 + 𐤂𐤍𐤁𐤅	𐤂𐤍𐤁𐤅	2	2.0
𐤅𐤀𐤉𐤍𐤌	exact	5	proclitic	𐤅 + 𐤀𐤉𐤍𐤌	𐤀𐤉𐤍𐤌	10	2.0
𐤋𐤀𐤁𐤃𐤅𐤍	exact	1	proclitic	𐤋 + 𐤀𐤁𐤃𐤅𐤍	𐤀𐤁𐤃𐤅𐤍	2	2.0
𐤅𐤉𐤐𐤂𐤏𐤅	exact	2	proclitic	𐤅 + 𐤉𐤐𐤂𐤏𐤅	𐤉𐤐𐤂𐤏𐤅	4	2.0
𐤌𐤋𐤌𐤃	exact	3	proclitic	𐤌 + 𐤋𐤌𐤃	𐤋𐤌𐤃	6	2.0
𐤅𐤌𐤌𐤏𐤓𐤁	exact	3	proclitic	𐤅 + 𐤌 + 𐤌𐤏𐤓𐤁	𐤌𐤏𐤓𐤁	6	2.0
𐤁𐤔𐤏𐤄	plene	1	proclitic	𐤁 + 𐤔𐤏𐤄	𐤔𐤏𐤄	2	2.0
𐤄𐤀𐤍𐤉𐤄	plene	1	proclitic	𐤄 + 𐤀𐤍𐤉𐤄	𐤀𐤍𐤉𐤄	2	2.0
𐤅𐤏𐤃𐤓	exact	4	proclitic	𐤅 + 𐤏𐤃𐤓	𐤏𐤃𐤓	8	2.0
𐤅𐤊𐤓𐤀𐤅𐤕𐤌	exact	1	proclitic	𐤅 + 𐤊𐤓𐤀𐤅𐤕𐤌	𐤊𐤓𐤀𐤅𐤕𐤌	2	2.0
𐤅𐤕𐤂𐤏	exact	3	proclitic	𐤅 + 𐤕𐤂𐤏	𐤕𐤂𐤏	6	2.0
𐤁𐤔𐤅𐤒𐤉𐤌	exact	1	proclitic	𐤁 + 𐤔 + 𐤅𐤒𐤉𐤌	𐤅𐤒𐤉𐤌	2	2.0
𐤊𐤍𐤎𐤕𐤌	plene	1	proclitic	𐤊 + 𐤍𐤎𐤕𐤌	𐤍𐤎𐤕𐤌	2	2.0
𐤅𐤌𐤍𐤀𐤐	plene	1	proclitic	𐤅 + 𐤌 + 𐤍𐤀𐤐	𐤍𐤀𐤐	2	2.0
𐤅𐤁𐤔𐤌𐤏𐤌	plene	1	proclitic	𐤅 + 𐤁 + 𐤔𐤌𐤏𐤌	𐤔𐤌𐤏𐤌	2	2.0
𐤅𐤀𐤆𐤍𐤉𐤅	exact	2	proclitic	𐤅 + 𐤀𐤆𐤍𐤉𐤅	𐤀𐤆𐤍𐤉𐤅	4	2.0
𐤅𐤋𐤒𐤈𐤅	exact	2	proclitic	𐤅 + 𐤋𐤒𐤈𐤅	𐤋𐤒𐤈𐤅	4	2.0
𐤅𐤇𐤓𐤒	exact	1	proclitic	𐤅 + 𐤇𐤓𐤒	𐤇𐤓𐤒	2	2.0
𐤋𐤎𐤇𐤓	exact	1	proclitic	𐤋 + 𐤎𐤇𐤓	𐤎𐤇𐤓	2	2.0
𐤄𐤌𐤔𐤇𐤕𐤉𐤌	plene	1	proclitic	𐤄 + 𐤌𐤔𐤇𐤕𐤉𐤌	𐤌𐤔𐤇𐤕𐤉𐤌	2	2.0
𐤅𐤕𐤔𐤀𐤋	exact	1	proclitic	𐤅 + 𐤕𐤔𐤀𐤋	𐤕𐤔𐤀𐤋	2	2.0
𐤅𐤉𐤄𐤌𐤅	exact	2	proclitic	𐤅 + 𐤉𐤄𐤌𐤅	𐤉𐤄𐤌𐤅	4	2.0
𐤅𐤄𐤀𐤍𐤉𐤄	exact	1	proclitic	𐤅 + 𐤄 + 𐤀𐤍𐤉𐤄	𐤀𐤍𐤉𐤄	2	2.0
𐤋𐤏𐤅𐤓𐤉𐤌	plene	3	proclitic	𐤋 + 𐤏𐤅𐤓𐤉𐤌	𐤏𐤅𐤓𐤉𐤌	6	2.0
𐤅𐤄𐤐𐤎𐤇𐤉𐤌	exact	1	proclitic	𐤅 + 𐤄𐤐𐤎𐤇𐤉𐤌	𐤄𐤐𐤎𐤇𐤉𐤌	2	2.0
𐤄𐤂𐤃𐤅𐤋𐤉𐤌	exact	2	proclitic	𐤄 + 𐤂𐤃𐤅𐤋𐤉𐤌	𐤂𐤃𐤅𐤋𐤉𐤌	4	2.0
𐤀𐤌𐤊𐤍	exact	1	adjacent	𐤀𐤌 + 𐤊𐤍	𐤀𐤌	2	2.0
𐤄𐤌𐤊𐤔𐤋𐤉𐤌	exact	1	proclitic	𐤄 + 𐤌𐤊𐤔𐤋𐤉𐤌	𐤌𐤊𐤔𐤋𐤉𐤌	2	2.0
𐤌𐤄𐤉𐤅𐤕	exact	8	proclitic	𐤌 + 𐤄𐤉𐤅𐤕	𐤄𐤉𐤅𐤕	16	2.0
𐤅𐤀𐤔𐤋𐤌𐤄	exact	1	proclitic	𐤅 + 𐤀𐤔𐤋𐤌𐤄	𐤀𐤔𐤋𐤌𐤄	2	2.0
𐤋𐤄𐤅𐤔𐤏	exact	5	proclitic	𐤋 + 𐤄𐤅𐤔𐤏	𐤄𐤅𐤔𐤏	10	2.0
𐤁𐤋𐤌𐤃𐤅	plene	2	proclitic	𐤁 + 𐤋𐤌𐤃𐤅	𐤋𐤌𐤃𐤅	4	2.0
𐤌𐤅𐤊𐤍𐤄	plene	1	proclitic	𐤌 + 𐤅𐤊𐤍𐤄	𐤅𐤊𐤍𐤄	2	2.0
𐤀𐤕𐤌𐤑𐤁𐤅𐤕	adjacent	2	particle	𐤀𐤕 + 𐤌𐤑𐤁𐤅𐤕	𐤌𐤑𐤁𐤅𐤕	4	2.0
𐤔𐤒𐤅𐤑	exact	1	proclitic	𐤔 + 𐤒𐤅𐤑	𐤒𐤅𐤑	2	2.0
𐤄𐤐𐤂𐤓	exact	1	proclitic	𐤄 + 𐤐𐤂𐤓	𐤐𐤂𐤓	2	2.0
𐤅𐤉𐤔𐤇𐤕	exact	1	proclitic	𐤅 + 𐤉𐤔𐤇𐤕	𐤉𐤔𐤇𐤕	2	2.0
𐤅𐤁𐤔𐤏𐤄	plene	1	proclitic	𐤅 + 𐤁 + 𐤔𐤏𐤄	𐤔𐤏𐤄	2	2.0
𐤋𐤔𐤌𐤀𐤋𐤅	exact	2	proclitic	𐤋 + 𐤔𐤌𐤀𐤋𐤅	𐤔𐤌𐤀𐤋𐤅	4	2.0
𐤂𐤌𐤋𐤉	exact	1	adjacent	𐤂𐤌 + 𐤋𐤉	𐤂𐤌	2	2.0
𐤁𐤏𐤓𐤌𐤄	exact	2	proclitic	𐤁 + 𐤏𐤓𐤌𐤄	𐤏𐤓𐤌𐤄	4	2.0
𐤋𐤆𐤊𐤓𐤅𐤍	exact	5	proclitic	𐤋 + 𐤆𐤊𐤓𐤅𐤍	𐤆𐤊𐤓𐤅𐤍	10	2.0
𐤅𐤌𐤋𐤌𐤃	plene	3	proclitic	𐤅 + 𐤌 + 𐤋𐤌𐤃	𐤋𐤌𐤃	6	2.0
𐤄𐤂𐤁𐤅𐤓𐤄	plene	2	proclitic	𐤄 + 𐤂𐤁𐤅𐤓𐤄	𐤂𐤁𐤅𐤓𐤄	4	2.0
𐤄𐤂𐤋𐤉𐤋𐤉	plene	1	proclitic	𐤄 + 𐤂𐤋𐤉𐤋𐤉	𐤂𐤋𐤉𐤋𐤉	2	2.0
𐤅𐤉𐤅𐤎𐤉𐤐𐤅	exact	2	proclitic	𐤅 + 𐤉𐤅𐤎𐤉𐤐𐤅	𐤉𐤅𐤎𐤉𐤐𐤅	4	2.0
𐤅𐤉𐤊𐤓𐤏𐤅	exact	1	proclitic	𐤅 + 𐤉𐤊𐤓𐤏𐤅	𐤉𐤊𐤓𐤏𐤅	2	2.0
𐤀𐤕𐤂𐤅𐤉𐤕	adjacent	1	particle	𐤀𐤕 + 𐤂𐤅𐤉𐤕	𐤂𐤅𐤉𐤕	2	2.0
𐤁𐤒𐤁𐤓	exact	11	proclitic	𐤁 + 𐤒𐤁𐤓	𐤒𐤁𐤓	22	2.0
𐤄𐤐𐤓𐤆𐤅𐤕	exact	1	proclitic	𐤄 + 𐤐𐤓𐤆𐤅𐤕	𐤐𐤓𐤆𐤅𐤕	2	2.0
𐤅𐤉𐤇𐤕𐤓𐤅	exact	1	proclitic	𐤅 + 𐤉𐤇𐤕𐤓𐤅	𐤉𐤇𐤕𐤓𐤅	2	2.0
𐤅𐤄𐤕𐤄𐤋𐤊	exact	2	proclitic	𐤅 + 𐤄𐤕𐤄𐤋𐤊	𐤄𐤕𐤄𐤋𐤊	4	2.0
𐤄𐤌𐤊𐤎	exact	1	proclitic	𐤄 + 𐤌𐤊𐤎	𐤌𐤊𐤎	2	2.0
𐤄𐤔𐤌𐤏𐤉𐤌	exact	4	proclitic	𐤄 + 𐤔𐤌𐤏𐤉𐤌	𐤔𐤌𐤏𐤉𐤌	8	2.0
𐤋𐤂𐤋𐤅𐤉	plene	1	proclitic	𐤋 + 𐤂𐤋𐤅𐤉	𐤂𐤋𐤅𐤉	2	2.0
𐤅𐤉𐤇𐤍𐤊	exact	1	proclitic	𐤅 + 𐤉𐤇𐤍𐤊	𐤉𐤇𐤍𐤊	2	2.0
𐤋𐤄𐤅𐤏𐤉𐤋	exact	2	proclitic	𐤋 + 𐤄𐤅𐤏𐤉𐤋	𐤄𐤅𐤏𐤉𐤋	4	2.0
𐤀𐤕𐤄𐤌𐤅𐤓𐤄	adjacent	1	particle	𐤀𐤕 + 𐤄𐤌𐤅𐤓𐤄	𐤄𐤌𐤅𐤓𐤄	2	2.0
𐤄𐤁𐤅𐤊𐤉𐤌	plene	1	proclitic	𐤄 + 𐤁𐤅𐤊𐤉𐤌	𐤁𐤅𐤊𐤉𐤌	2	2.0
𐤅𐤕𐤁𐤊𐤅	exact	2	proclitic	𐤅 + 𐤕𐤁𐤊𐤅	𐤕𐤁𐤊𐤅	4	2.0
𐤅𐤋𐤏𐤁𐤅𐤓	plene	2	proclitic	𐤅 + 𐤋𐤏𐤁𐤅𐤓	𐤋𐤏𐤁𐤅𐤓	4	2.0
𐤁𐤇𐤅𐤑𐤅𐤕	exact	7	proclitic	𐤁 + 𐤇𐤅𐤑𐤅𐤕	𐤇𐤅𐤑𐤅𐤕	14	2.0
𐤁𐤈𐤌𐤀𐤕	exact	2	proclitic	𐤁 + 𐤈𐤌𐤀𐤕	𐤈𐤌𐤀𐤕	4	2.0
𐤅𐤎𐤊𐤋𐤅𐤕	exact	1	proclitic	𐤅 + 𐤎𐤊𐤋𐤅𐤕	𐤎𐤊𐤋𐤅𐤕	2	2.0
𐤏𐤋𐤏𐤉𐤍𐤉𐤅	plene	1	adjacent	𐤏𐤋 + 𐤏𐤉𐤍𐤉𐤅	𐤏𐤉𐤍𐤉𐤅	2	2.0
𐤄𐤍𐤀𐤐	exact	1	proclitic	𐤄 + 𐤍𐤀𐤐	𐤍𐤀𐤐	2	2.0
𐤅𐤉𐤃𐤓𐤔𐤅	exact	1	proclitic	𐤅 + 𐤉𐤃𐤓𐤔𐤅	𐤉𐤃𐤓𐤔𐤅	2	2.0
𐤄𐤕𐤏𐤔𐤒𐤅	exact	1	proclitic	𐤄 + 𐤕𐤏𐤔𐤒𐤅	𐤕𐤏𐤔𐤒𐤅	2	2.0
𐤅𐤉𐤕𐤏𐤅	exact	2	proclitic	𐤅 + 𐤉𐤕𐤏𐤅	𐤉𐤕𐤏𐤅	4	2.0
𐤅𐤉𐤒𐤓	exact	8	proclitic	𐤅 + 𐤉𐤒𐤓	𐤉𐤒𐤓	16	2.0
𐤅𐤕𐤔𐤁𐤓	exact	4	proclitic	𐤅 + 𐤕𐤔𐤁𐤓	𐤕𐤔𐤁𐤓	8	2.0
𐤅𐤌𐤅𐤊𐤍𐤄	plene	1	proclitic	𐤅 + 𐤌 + 𐤅𐤊𐤍𐤄	𐤅𐤊𐤍𐤄	2	2.0
𐤄𐤔𐤐𐤇𐤄	exact	2	proclitic	𐤄 + 𐤔𐤐𐤇𐤄	𐤔𐤐𐤇𐤄	4	2.0
𐤅𐤕𐤅𐤎𐤐	exact	3	proclitic	𐤅 + 𐤕𐤅𐤎𐤐	𐤕𐤅𐤎𐤐	6	2.0
𐤀𐤕𐤂𐤅𐤐𐤕	adjacent	1	particle	𐤀𐤕 + 𐤂𐤅𐤐𐤕	𐤂𐤅𐤐𐤕	2	2.0
𐤅𐤒𐤔𐤉	exact	1	proclitic	𐤅 + 𐤒𐤔𐤉	𐤒𐤔𐤉	2	2.0
𐤁𐤄𐤅𐤋𐤃𐤅	plene	1	proclitic	𐤁 + 𐤄𐤅𐤋𐤃𐤅	𐤄𐤅𐤋𐤃𐤅	2	2.0
𐤌𐤀𐤓𐤔𐤄	exact	1	proclitic	𐤌 + 𐤀𐤓𐤔𐤄	𐤀𐤓𐤔𐤄	2	2.0
𐤋𐤄𐤑𐤉𐤋𐤍𐤅	plene	2	proclitic	𐤋 + 𐤄𐤑𐤉𐤋𐤍𐤅	𐤄𐤑𐤉𐤋𐤍𐤅	4	2.0
𐤅𐤁𐤕𐤇𐤍𐤅𐤍𐤉𐤌	exact	1	proclitic	𐤅 + 𐤁 + 𐤕𐤇𐤍𐤅𐤍𐤉𐤌	𐤕𐤇𐤍𐤅𐤍𐤉𐤌	2	2.0
𐤁𐤒𐤔𐤕𐤌	exact	1	proclitic	𐤁 + 𐤒𐤔𐤕𐤌	𐤒𐤔𐤕𐤌	2	2.0
𐤅𐤌𐤕𐤐𐤋𐤋	exact	2	proclitic	𐤅 + 𐤌𐤕𐤐𐤋𐤋	𐤌𐤕𐤐𐤋𐤋	4	2.0
𐤅𐤋𐤏𐤅𐤓𐤉𐤌	plene	3	proclitic	𐤅 + 𐤋 + 𐤏𐤅𐤓𐤉𐤌	𐤏𐤅𐤓𐤉𐤌	6	2.0
𐤅𐤕𐤌𐤄𐤅	exact	1	proclitic	𐤅 + 𐤕𐤌𐤄𐤅	𐤕𐤌𐤄𐤅	2	2.0
𐤅𐤉𐤃𐤉𐤇𐤅	exact	1	proclitic	𐤅 + 𐤉𐤃𐤉𐤇𐤅	𐤉𐤃𐤉𐤇𐤅	2	2.0
𐤏𐤃𐤊𐤉	plene	3	adjacent	𐤏𐤃 + 𐤊𐤉	𐤏𐤃	6	2.0
𐤊𐤉𐤋𐤊𐤌	plene	1	adjacent	𐤊𐤉 + 𐤋𐤊𐤌	𐤋𐤊𐤌	2	2.0
𐤅𐤇𐤓𐤐𐤅	plene	2	proclitic	𐤅 + 𐤇𐤓𐤐𐤅	𐤇𐤓𐤐𐤅	4	2.0
𐤀𐤕𐤄𐤇𐤈𐤀𐤉𐤌	adjacent	1	particle	𐤀𐤕 + 𐤄𐤇𐤈𐤀𐤉𐤌	𐤄𐤇𐤈𐤀𐤉𐤌	2	2.0
𐤅𐤔𐤅𐤌𐤏	exact	1	proclitic	𐤅 + 𐤔𐤅𐤌𐤏	𐤔𐤅𐤌𐤏	2	2.0
𐤌𐤔𐤇𐤄	plene	1	proclitic	𐤌 + 𐤔𐤇𐤄	𐤔𐤇𐤄	2	2.0
𐤅𐤉𐤓𐤌𐤎	exact	1	proclitic	𐤅 + 𐤉𐤓𐤌𐤎	𐤉𐤓𐤌𐤎	2	2.0
𐤋𐤇𐤅𐤕	exact	3	proclitic	𐤋 + 𐤇𐤅𐤕	𐤇𐤅𐤕	6	2.0
𐤅𐤋𐤇𐤑𐤉𐤌	plene	2	proclitic	𐤅 + 𐤋 + 𐤇𐤑𐤉𐤌	𐤇𐤑𐤉𐤌	4	2.0
𐤅𐤕𐤀𐤊𐤋𐤌	exact	2	proclitic	𐤅 + 𐤕𐤀𐤊𐤋𐤌	𐤕𐤀𐤊𐤋𐤌	4	2.0
𐤄𐤌𐤒𐤓𐤄	exact	4	proclitic	𐤄 + 𐤌𐤒𐤓𐤄	𐤌𐤒𐤓𐤄	8	2.0
𐤄𐤁𐤈𐤍	exact	4	proclitic	𐤄 + 𐤁𐤈𐤍	𐤁𐤈𐤍	8	2.0
𐤊𐤓𐤑𐤅𐤍𐤅	exact	3	proclitic	𐤊 + 𐤓𐤑𐤅𐤍𐤅	𐤓𐤑𐤅𐤍𐤅	6	2.0
𐤅𐤌𐤃𐤓𐤅𐤌	plene	1	proclitic	𐤅 + 𐤌 + 𐤃𐤓𐤅𐤌	𐤃𐤓𐤅𐤌	2	2.0
𐤊𐤉𐤉𐤒𐤓𐤀	plene	1	adjacent	𐤊𐤉 + 𐤉𐤒𐤓𐤀	𐤉𐤒𐤓𐤀	2	2.0
𐤅𐤉𐤋𐤏𐤂𐤅	exact	1	proclitic	𐤅 + 𐤉𐤋𐤏𐤂𐤅	𐤉𐤋𐤏𐤂𐤅	2	2.0
𐤄𐤇𐤐𐤑𐤉𐤌	exact	1	proclitic	𐤄 + 𐤇𐤐𐤑𐤉𐤌	𐤇𐤐𐤑𐤉𐤌	2	2.0
𐤅𐤂𐤐𐤓𐤉𐤕	exact	2	proclitic	𐤅 + 𐤂𐤐𐤓𐤉𐤕	𐤂𐤐𐤓𐤉𐤕	4	2.0
𐤊𐤔𐤏𐤄	exact	1	proclitic	𐤊 + 𐤔𐤏𐤄	𐤔𐤏𐤄	2	2.0
𐤅𐤕𐤋𐤊𐤍𐤄	exact	4	proclitic	𐤅 + 𐤕𐤋𐤊𐤍𐤄	𐤕𐤋𐤊𐤍𐤄	8	2.0
𐤌𐤎𐤇𐤓	exact	1	proclitic	𐤌 + 𐤎𐤇𐤓	𐤎𐤇𐤓	2	2.0
𐤅𐤄𐤔𐤌𐤏𐤉𐤌	plene	4	proclitic	𐤅 + 𐤄 + 𐤔𐤌𐤏𐤉𐤌	𐤔𐤌𐤏𐤉𐤌	8	2.0
𐤄𐤉𐤅𐤓𐤃	exact	1	proclitic	𐤄 + 𐤉𐤅𐤓𐤃	𐤉𐤅𐤓𐤃	2	2.0
𐤌𐤔𐤒𐤄	exact	8	proclitic	𐤌 + 𐤔𐤒𐤄	𐤔𐤒𐤄	16	2.0
𐤁𐤂𐤋𐤋𐤉	exact	1	proclitic	𐤁 + 𐤂𐤋𐤋𐤉	𐤂𐤋𐤋𐤉	2	2.0
𐤄𐤎𐤊𐤅𐤕	exact	8	proclitic	𐤄 + 𐤎𐤊𐤅𐤕	𐤎𐤊𐤅𐤕	16	2.0
𐤋𐤎𐤒𐤋	plene	1	proclitic	𐤋 + 𐤎𐤒𐤋	𐤎𐤒𐤋	2	2.0
𐤊𐤉𐤆𐤓𐤏	plene	2	proclitic	𐤊 + 𐤉𐤆𐤓𐤏	𐤉𐤆𐤓𐤏	4	2.0
𐤉𐤔𐤋𐤍𐤅	plene	1	adjacent	𐤉𐤔 + 𐤋𐤍𐤅	𐤋𐤍𐤅	2	2.0
𐤅𐤀𐤓𐤇𐤑	exact	1	proclitic	𐤅 + 𐤀𐤓𐤇𐤑	𐤀𐤓𐤇𐤑	2	2.0
𐤅𐤐𐤓𐤉𐤑	exact	1	proclitic	𐤅 + 𐤐𐤓𐤉𐤑	𐤐𐤓𐤉𐤑	2	2.0
𐤅𐤕𐤔𐤌𐤏𐤍𐤄	exact	1	proclitic	𐤅 + 𐤕𐤔𐤌𐤏𐤍𐤄	𐤕𐤔𐤌𐤏𐤍𐤄	2	2.0
𐤅𐤉𐤔𐤍𐤀𐤅	exact	1	proclitic	𐤅 + 𐤉𐤔𐤍𐤀𐤅	𐤉𐤔𐤍𐤀𐤅	2	2.0
𐤅𐤌𐤔𐤓𐤕𐤉	plene	5	proclitic	𐤅 + 𐤌𐤔𐤓𐤕𐤉	𐤌𐤔𐤓𐤕𐤉	10	2.0
𐤀𐤕𐤊𐤕𐤍𐤕𐤅	adjacent	1	particle	𐤀𐤕 + 𐤊𐤕𐤍𐤕𐤅	𐤊𐤕𐤍𐤕𐤅	2	2.0
𐤊𐤉𐤓𐤀𐤕𐤄	plene	1	adjacent	𐤊𐤉 + 𐤓𐤀𐤕𐤄	𐤓𐤀𐤕𐤄	2	2.0
𐤄𐤓𐤏𐤔	exact	3	proclitic	𐤄 + 𐤓𐤏𐤔	𐤓𐤏𐤔	6	2.0
𐤅𐤆𐤒𐤍𐤉𐤊𐤌	exact	1	proclitic	𐤅 + 𐤆𐤒𐤍𐤉𐤊𐤌	𐤆𐤒𐤍𐤉𐤊𐤌	2	2.0
𐤁𐤂𐤁𐤅𐤓𐤅𐤕	plene	1	proclitic	𐤁 + 𐤂𐤁𐤅𐤓𐤅𐤕	𐤂𐤁𐤅𐤓𐤅𐤕	2	2.0
𐤁𐤋𐤀𐤌𐤅𐤈	adjacent	3	proclitic	𐤁 + 𐤋 + 𐤀𐤌𐤅𐤈	𐤀𐤌𐤅𐤈	6	2.0
𐤋𐤏𐤍𐤅𐤔	plene	1	proclitic	𐤋 + 𐤏𐤍𐤅𐤔	𐤏𐤍𐤅𐤔	2	2.0
𐤅𐤋𐤄𐤎𐤕𐤉𐤓	plene	1	proclitic	𐤅 + 𐤋 + 𐤄𐤎𐤕𐤉𐤓	𐤄𐤎𐤕𐤉𐤓	2	2.0
𐤅𐤄𐤕𐤉𐤑𐤁𐤅	exact	3	proclitic	𐤅 + 𐤄𐤕𐤉𐤑𐤁𐤅	𐤄𐤕𐤉𐤑𐤁𐤅	6	2.0
𐤅𐤉𐤋𐤌𐤃𐤅	exact	3	proclitic	𐤅 + 𐤉𐤋𐤌𐤃𐤅	𐤉𐤋𐤌𐤃𐤅	6	2.0
𐤅𐤌𐤌𐤅𐤋𐤃𐤕𐤊	exact	1	proclitic	𐤅 + 𐤌 + 𐤌𐤅𐤋𐤃𐤕𐤊	𐤌𐤅𐤋𐤃𐤕𐤊	2	2.0
𐤅𐤉𐤌𐤊𐤓𐤅	exact	1	proclitic	𐤅 + 𐤉𐤌𐤊𐤓𐤅	𐤉𐤌𐤊𐤓𐤅	2	2.0
𐤅𐤏𐤓𐤋𐤉	exact	1	proclitic	𐤅 + 𐤏𐤓𐤋𐤉	𐤏𐤓𐤋𐤉	2	2.0
𐤅𐤄𐤋𐤅𐤄	plene	1	proclitic	𐤅 + 𐤄 + 𐤋𐤅𐤄	𐤋𐤅𐤄	2	2.0
𐤄𐤏𐤋𐤄𐤅	plene	1	proclitic	𐤄 + 𐤏𐤋𐤄𐤅	𐤏𐤋𐤄𐤅	2	2.0
